Date,Open,High,Low,Close,Volume
2023-08-11,128.43495560401985,129.1966853700638,128.01964662417078,128.36743712260974,2947763
2023-08-14,128.47882170703707,126.58877311831237,125.62558974434977,126.41807378215509,2629849
2023-08-15,129.74758383208322,129.9859914933319,126.47576603823182,127.99224298964,2885077
2023-08-16,130.06046999917572,131.3138241683173,128.9173929115472,130.3094341476548,4460198
2023-08-17,129.63964046190574,129.85883954559148,128.3602776982717,128.6680695109514,4778753
2023-08-18,131.24019771902516,130.72897472421687,128.96315551945878,130.59482176944002,4882149
2023-08-21,132.78901518084538,132.92030456411138,130.9715024796397,131.42038362331303,1678758
2023-08-22,132.0995804827219,133.48431512949318,132.61686871365677,133.06450394330201,3850905
2023-08-23,137.54414136860834,138.6541984874913,135.78414106282307,136.85808990860988,1050861
2023-08-24,137.42573816345376,136.77759295756817,135.18143380692075,136.36731367660417,4483769
2023-08-25,133.10110186146608,135.2412167892165,133.69966893221357,134.8598413478892,4358705
2023-08-28,131.89755397597233,133.1539118243343,132.8978388138426,133.08081248863812,1651406
2023-08-29,129.40995974094713,132.39332580892724,129.69427019344647,131.44919191870724,1721001
2023-08-30,131.0255816654345,132.4246707664043,130.76378841470165,131.29498849987905,3106230
2023-08-31,132.6948347053083,132.10870972836904,131.71826260694672,131.97729244951233,2991083
2023-09-01,134.0330311002684,134.08172928156242,130.75317788843444,132.5306740481724,1324912
2023-09-04,134.2591353266642,135.09161821574045,132.2737375497849,134.1850405462444,2623911
2023-09-05,135.8396598755715,135.2598248686554,132.4867890954693,134.21104433000022,3955210
2023-09-06,135.7380110261,137.99963797819134,135.4990803348651,137.11811248431488,1844092
2023-09-07,134.8854163784838,137.3903249395896,135.2783148565609,136.58879881783895,2808322
2023-09-08,141.9735894521216,143.14841781363464,140.92742240979993,142.0291371510182,4064442
2023-09-11,143.66453729548752,143.59095233840964,143.1064983267254,143.2804718465482,2443717
2023-09-12,141.53346198562156,141.93001299470617,140.74925030757424,141.56615673371564,1215048
2023-09-13,137.35692963755355,141.14794297962044,138.67899470356878,139.42437173759342,3857733
2023-09-14,140.300196528567,142.28154749234704,139.86980900055912,140.38931656807978,2690696
2023-09-15,138.6379214969232,140.6890096299876,138.4955507700509,139.94239099742808,1916838
2023-09-18,142.0400645344423,141.91188133189937,140.37864051545472,141.37039198561226,3746590
2023-09-19,142.6834654808562,143.60486632123738,142.15477480294405,142.31686723475934,2205663
2023-09-20,141.23132962311826,142.9886777516418,141.730843005546,142.17120940944562,1033320
2023-09-21,139.96375505597211,140.5283946846295,139.1111044459896,140.4776219733088,1327025
2023-09-22,136.38871400204812,137.76023271866944,137.29566580495646,137.44792752393707,3712267
2023-09-25,136.49221852252987,137.9868420774978,134.85248379170548,136.55489761980303,4659015
2023-09-26,139.2228375289512,139.58554309227026,137.27740215442202,138.26769520844996,1364359
2023-09-27,137.71015665037484,138.75007468171736,137.7347095420571,138.69588269671038,1943793
2023-09-28,136.70845165480424,136.6483494631523,135.01958956996737,136.2044051392864,2308507
2023-09-29,136.02050937261632,137.0129165841649,134.90140505913845,136.55076699098876,1943187
2023-10-02,136.52852891818412,138.66518723764392,136.62578333464208,137.32140175044646,3503997
2023-10-03,135.4466565180896,135.5931079535529,134.19765457292604,135.55368687804418,4993710
2023-10-04,134.82589476751585,136.06935425390438,134.72967316194365,135.86113708993523,2597690
2023-10-05,135.42390522148003,137.5773866975736,135.44349798648838,135.97755452682722,1100734
2023-10-06,132.49373603857714,134.04870325527466,131.93435395845566,133.691613931166,1157702
2023-10-09,136.37191378477894,135.7126808675663,132.8123366086487,134.40718865186255,3851274
2023-10-10,135.56402125657075,136.0051232666925,134.2118540352822,135.52875770459903,2225811
2023-10-11,136.995134682957,137.89374297646827,135.9936967327611,137.69486019094958,2147087
2023-10-12,140.0164442057536,140.2888086770183,138.06787589309977,139.80246429501938,4081091
2023-10-13,136.93479750941438,138.49165942281653,135.63039960567514,137.0471255591052,4419525
2023-10-16,134.95050587974174,136.88286841548754,133.49744882254763,135.17147547927496,4829049
2023-10-17,136.8157127137357,137.86198574282625,134.80660309035372,136.20154601369228,3703381
2023-10-18,137.986625625564,138.02348497475361,135.86883637199608,137.2291179155167,1729497
2023-10-19,137.72871214051827,139.5953835612701,137.02199053169844,138.2592132881288,2868670
2023-10-20,145.38885802879355,146.37464486026988,144.45924299032293,145.96467626943823,1098818
2023-10-23,146.8314055936729,147.69275275134657,146.7892470802384,147.10645729082455,4071102
2023-10-24,147.07566740645018,151.170260208228,147.6158470527879,149.37758857118575,1152360
2023-10-25,149.77040103597363,151.31159594519366,149.54190504268172,151.28559209817217,4923643
2023-10-26,153.9552488682283,152.7593916624927,152.52988003471464,152.58837460078377,1619369
2023-10-27,153.60280382500434,152.3736086217951,150.30620261037353,151.95783611150307,1561165
2023-10-30,153.22673851293322,153.52883896023724,153.21803481754273,153.4757745524896,3470858
2023-10-31,152.50668108647022,152.29299499359405,151.2598864148962,151.93012412341446,1932817
2023-11-01,151.76773706447798,152.62257003187383,149.96947039735124,151.45648690993445,4357685
2023-11-02,153.56464062273147,151.32860891546125,150.16424002217963,150.48575981427624,3169867
2023-11-03,151.76908300448343,152.4348515152028,149.01357404481075,150.64950809304887,1141398
2023-11-06,155.15090763491514,156.91371234987278,153.6145568704804,155.2788252263959,4780107
2023-11-07,150.58875440061198,152.22792954460814,150.52935937369074,151.5442948412124,2567628
2023-11-08,151.31036890170387,153.43566208882402,152.90404347852777,152.91681522196143,4278360
2023-11-09,149.89484711544935,150.45076829591667,149.1173072132323,149.69138347958213,3962732
2023-11-10,147.99116900271898,149.92810963303288,147.5136659112518,148.74751974800327,3180338
2023-11-13,149.50316723234033,151.46154822358375,148.96304858588314,150.925420941938,2992825
2023-11-14,150.4074080958864,152.3022787958272,149.79035392609558,151.05398098012893,4832978
2023-11-15,147.81694342065592,149.71731472865278,148.37888426214198,148.8984914242703,2199670
2023-11-16,149.15502564082294,148.57197836745434,146.19987259955113,147.46788400575036,2958637
2023-11-17,149.70871926056918,149.69933256189037,147.747108744188,148.82707950361973,1594604
2023-11-20,147.3583735988688,147.95527775926928,145.80665544988315,147.36634624018544,3049927
2023-11-21,149.27920755823942,149.6961700332737,147.58530214169548,147.7992634193494,4174108
2023-11-22,147.96777540680463,149.41761868747653,146.36835129415297,147.89040709915702,3731638
2023-11-23,145.72592220261714,146.86743275547832,145.50467324659317,146.5872064039454,1264500
2023-11-24,152.3982186598657,152.61203053439186,148.94911057487803,150.87509458259603,3167478
2023-11-27,152.68184267091672,153.11779502373108,151.4591882951547,152.14293262723206,3976031
2023-11-28,147.0554012995904,149.88175190770502,146.82740366764895,148.09264745391684,1639282
2023-11-29,148.2752174053721,150.06526659535035,146.60149987243568,148.4655560834557,3318123
2023-11-30,146.26636490053417,147.99241016285737,146.93696369793756,147.14198315391891,3903633
2023-12-01,147.46405009254704,148.8917884401516,146.97239284903847,148.84684982351138,2517509
2023-12-04,148.18798589417761,147.79916306541588,145.88603690204434,147.26180834664598,2940369
2023-12-05,148.9417521041823,148.1156038930339,146.89666134550183,147.03233546371217,4948242
2023-12-06,146.64374244785395,149.3092664613254,147.44038288777946,148.0423100216731,4932821
2023-12-07,150.33678964670392,150.28959578087975,148.35747623272277,149.77382041001334,2217060
2023-12-08,146.72258502677994,147.6519397440474,147.23852639296422,147.37322759590177,2031519
2023-12-11,146.21709974045518,148.37408559781846,145.53988420386733,146.70422512421987,3089271
2023-12-12,145.1619405776591,147.72313886330508,145.06256838799206,145.75433450189797,1789352
2023-12-13,143.58368526707073,145.49905640135592,143.2058450012156,144.44767603675055,1484410
2023-12-14,148.0271061452576,148.32194308900935,147.88710044968772,147.97858451731275,4915394
2023-12-15,147.95759782282363,149.3331625922734,147.0454743269299,148.78854793923466,3026395
2023-12-18,146.5372368563444,146.3035613836595,144.31980209220978,146.26678003056458,2390281
2023-12-19,148.05226581522498,149.93110153779512,146.16474821410273,148.10250392467412,4941106
2023-12-20,152.10786827183298,152.58231848447966,150.84751265521354,152.34681631869938,3322466
2023-12-21,153.50418317776007,155.5647797908302,154.1515743595404,154.41174683980168,4584444
2023-12-22,150.79623557732532,151.92111734926806,149.85648051603562,151.37300690789365,4905628
2023-12-25,151.15992998798689,151.51289476719273,150.35536492924354,150.40453876216114,2851317
2023-12-26,153.43927824815876,154.24120183723812,152.8941139574764,152.9383610605344,2628094
2023-12-27,150.5454668844983,153.18250573671125,150.87580169099775,151.52302212929683,2946830
2023-12-28,152.5099932910185,152.8235035291105,151.43337460477997,152.4106609855893,4637600
2023-12-29,154.71131621581975,153.98192074976492,152.4191142568324,153.95992909244796,3614150
